ID documento;Estado factura;Tipo documento;Fecha factura;Reembolso;Id documento externo;Fecha contabilizacion;Id pedido compra;Estado;ID proveedor;Nombre proveedor;Importe factura;Importe neto;Importe impuesto;Importe bruto
FP-122;Pagado;Factura;5/9/2016;#;411;30/9/2016;90;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;131349,72;919448,04;0;919448,04
FP-122;Pagado;Factura;5/9/2016;#;411;30/9/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;147112;147112;0;147112
FP-123;Pagado;Factura;5/9/2016;#;412;30/9/2016;91;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;131349,72;919448,04;0;919448,04
FP-123;Pagado;Factura;5/9/2016;#;412;30/9/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;147112;147112;0;147112
FP-124;Pagado;Factura;5/9/2016;#;426;30/9/2016;92;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;131349,72;919448,04;0;919448,04
FP-124;Pagado;Factura;5/9/2016;#;426;30/9/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;147112;147112;0;147112
FP-125;Pagado;Factura;5/9/2016;#;428;30/9/2016;93;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;131349,72;919448,04;0;919448,04
FP-125;Pagado;Factura;5/9/2016;#;428;30/9/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;147112;147112;0;147112
FP-126;Pagado;Factura;6/9/2016;#;474;30/9/2016;95;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;131349,72;919448,04;0;919448,04
FP-126;Pagado;Factura;6/9/2016;#;474;30/9/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;147112;147112;0;147112
FP-127;Pagado;Factura;5/9/2016;#;427;30/9/2016;94;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;131349,72;919448,04;0;919448,04
FP-127;Pagado;Factura;5/9/2016;#;427;30/9/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;147112;147112;0;147112
FP-136;Pagado;Factura;5/9/2016;#;425;30/9/2016;116;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;131349,72;919448,04;0;919448,04
FP-136;Pagado;Factura;5/9/2016;#;425;30/9/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;147112;147112;0;147112
FP-153;Pagado;Factura;5/9/2016;#;417;30/9/2016;126;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;35600;71200;0;71200
FP-153;Pagado;Factura;5/9/2016;#;417;30/9/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;11392;11392;0;11392
FP-1558;Contabilizada;Factura;5/9/2016;#;414;30/9/2016;134;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;396065;-2376390;0;-2376390
FP-1558;Contabilizada;Factura;5/9/2016;#;414;30/9/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;380222;-380222;0;-380222
FP-1559;Pagado;Factura;15/9/2016;#;FMC-414;30/9/2016;134;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;396065;2376390;0;2376390
FP-1559;Pagado;Factura;15/9/2016;#;FMC-414;30/9/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;380222;380222;0;380222
FP-159;Pagado;Factura;5/9/2016;#;413;30/9/2016;124;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;341250;682500;0;682500
FP-159;Pagado;Factura;5/9/2016;#;413;30/9/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;109200;109200;0;109200
FP-160;Pagado;Factura;5/9/2016;#;125;30/9/2016;125;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;215875;431750;0;431750
FP-160;Pagado;Factura;5/9/2016;#;125;30/9/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;69080;69080;0;69080
FP-161;Pagado;Factura;5/9/2016;#;123;30/9/2016;123;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;319175;638350;0;638350
FP-161;Pagado;Factura;5/9/2016;#;123;30/9/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;102136;102136;0;102136
FP-1629;Pagado;Factura;21/10/2016;#;563;31/10/2016;183;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;191034,81;763184,06;0;763184,06
FP-1629;Pagado;Factura;21/10/2016;#;563;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;122109;122109;0;122109
FP-1660;Pagado;Factura;21/10/2016;#;579;31/10/2016;276;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;95517,4;381592,03;0;381592,03
FP-1660;Pagado;Factura;21/10/2016;#;579;31/10/2016;277;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;95517,4;381592,03;0;381592,03
FP-1660;Pagado;Factura;21/10/2016;#;579;31/10/2016;279;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;95517,4;381592,03;0;381592,03
FP-1660;Pagado;Factura;21/10/2016;#;579;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;183165;183165;0;183165
FP-26;Pagado;Factura;5/9/2016;#;410;22/9/2016;1;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;40000;8000;0;8000
FP-26;Pagado;Factura;5/9/2016;#;410;22/9/2016;2;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;40000;16000;0;16000
FP-26;Pagado;Factura;5/9/2016;#;410;22/9/2016;3;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;40000;16000;0;16000
FP-26;Pagado;Factura;5/9/2016;#;410;22/9/2016;4;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;40000;16000;0;16000
FP-26;Pagado;Factura;5/9/2016;#;410;22/9/2016;5;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;40000;16000;0;16000
FP-26;Pagado;Factura;5/9/2016;#;410;22/9/2016;6;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;40000;8000;0;8000
FP-26;Pagado;Factura;5/9/2016;#;410;22/9/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;12800;12800;0;12800
FP-2775;Pagado;Factura;20/10/2016;#;513;31/10/2016;207;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;287300;287300;0;287300
FP-2775;Pagado;Factura;20/10/2016;#;513;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;45968;45968;0;45968
FP-2776;Pagado;Factura;21/10/2016;#;558;31/10/2016;204;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;178380;178380;0;178380
FP-2776;Pagado;Factura;21/10/2016;#;558;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;28541;28541;0;28541
FP-2777;Pagado;Factura;21/10/2016;#;562;31/10/2016;202;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;178680;178680;0;178680
FP-2777;Pagado;Factura;21/10/2016;#;562;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;28588;28588;0;28588
FP-2778;Pagado;Factura;21/10/2016;#;553;31/10/2016;218;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;255020;255020;0;255020
FP-2778;Pagado;Factura;21/10/2016;#;553;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;40803;40803;0;40803
FP-2779;Pagado;Factura;20/10/2016;#;516;31/10/2016;217;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;226380;226380;0;226380
FP-2779;Pagado;Factura;20/10/2016;#;516;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;36220;36220;0;36220
FP-2780;Pagado;Factura;21/10/2016;#;557;31/10/2016;185;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;47272,72727272727;248000;0;248000
FP-2780;Pagado;Factura;21/10/2016;#;557;31/10/2016;186;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;42962,96296296296;452000;0;452000
FP-2780;Pagado;Factura;21/10/2016;#;557;31/10/2016;187;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;37142,85714285714;480000;0;480000
FP-2780;Pagado;Factura;21/10/2016;#;557;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;188800;188800;0;188800
FP-2786;Pagado;Factura;21/10/2016;#;534;31/10/2016;219;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;314190;314190;0;314190
FP-2786;Pagado;Factura;21/10/2016;#;534;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;50270;50270;0;50270
FP-2787;Cancelada;Factura;21/10/2016;#;560;31/10/2016;203;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;290280;290280;0;290280
FP-2787;Cancelada;Factura;21/10/2016;#;560;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;46444;46444;0;46444
FP-2788;Contabilizada;Factura;21/10/2016;#;560;31/10/2016;203;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;290280;-290280;0;-290280
FP-2788;Contabilizada;Factura;21/10/2016;#;560;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;46444;-46444;0;-46444
FP-2789;Pagado;Factura;21/10/2016;#;560.;31/10/2016;203;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;290280;290280;0;290280
FP-2789;Pagado;Factura;21/10/2016;#;560.;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;46444;46444;0;46444
FP-2790;Pagado;Factura;21/10/2016;#;541;31/10/2016;337;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;40000;520000;0;520000
FP-2790;Pagado;Factura;21/10/2016;#;541;31/10/2016;338;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;40000;180000;0;180000
FP-2790;Pagado;Factura;21/10/2016;#;541;31/10/2016;339;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;40000;480000;0;480000
FP-2790;Pagado;Factura;21/10/2016;#;541;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;188800;188800;0;188800
FP-2791;Pagado;Factura;21/10/2016;#;568;31/10/2016;245;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;191034,81;763184,06;0;763184,06
FP-2791;Pagado;Factura;21/10/2016;#;568;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;122109;122109;0;122109
FP-2792;Pagado;Factura;21/10/2016;#;551;31/10/2016;220;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;199700;199700;0;199700
FP-2792;Pagado;Factura;21/10/2016;#;551;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;31952;31952;0;31952
FP-2793;Pagado;Factura;21/10/2016;#;547;31/10/2016;221;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;156320;156320;0;156320
FP-2793;Pagado;Factura;21/10/2016;#;547;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;25011;25011;0;25011
FP-2794;Pagado;Factura;21/10/2016;#;542;31/10/2016;222;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;185680;185680;0;185680
FP-2794;Pagado;Factura;21/10/2016;#;542;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;29709;29709;0;29709
FP-2795;Pagado;Factura;21/10/2016;#;540;31/10/2016;223;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;171360;171360;0;171360
FP-2795;Pagado;Factura;21/10/2016;#;540;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;27417;27417;0;27417
FP-2796;Pagado;Factura;21/10/2016;#;566;31/10/2016;224;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;265600;265600;0;265600
FP-2796;Pagado;Factura;21/10/2016;#;566;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;40944;40944;0;40944
FP-2797;Pagado;Factura;21/10/2016;#;559;31/10/2016;188;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;47272,72727272727;248000;0;248000
FP-2797;Pagado;Factura;21/10/2016;#;559;31/10/2016;189;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;42962,96296296296;452000;0;452000
FP-2797;Pagado;Factura;21/10/2016;#;559;31/10/2016;190;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;37142,85714285714;480000;0;480000
FP-2797;Pagado;Factura;21/10/2016;#;559;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;188800;188800;0;188800
FP-2799;Pagado;Factura;20/10/2016;#;480;31/10/2016;211;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;125180;125180;0;125180
FP-2799;Pagado;Factura;20/10/2016;#;480;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;18476;18476;0;18476
FP-2806;Pagado;Factura;20/10/2016;#;511;31/10/2016;210;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;192700;192700;0;192700
FP-2806;Pagado;Factura;20/10/2016;#;511;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;30832;30832;0;30832
FP-2808;Cancelada;Factura;21/10/2016;#;536;31/10/2016;199;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;354850;354850;0;354850
FP-2809;Pagado;Factura;21/10/2016;#;530;31/10/2016;200;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;311692;311692;0;311692
FP-2809;Pagado;Factura;21/10/2016;#;530;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;49870;49870;0;49870
FP-2811;Pagado;Factura;21/10/2016;#;532;31/10/2016;388;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;333742;333742;0;333742
FP-2811;Pagado;Factura;21/10/2016;#;532;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;53398;53398;0;53398
FP-2812;Pagado;Factura;20/10/2016;#;483;31/10/2016;227;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;397580;397580;0;397580
FP-2812;Pagado;Factura;20/10/2016;#;483;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;62061;62061;0;62061
FP-2813;Pagado;Factura;20/10/2016;#;485;31/10/2016;228;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;279140;279140;0;279140
FP-2813;Pagado;Factura;20/10/2016;#;485;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;43110;43110;0;43110
FP-2814;Pagado;Factura;20/10/2016;#;491;20/10/2016;230;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;316380;316380;0;316380
FP-2814;Pagado;Factura;20/10/2016;#;491;20/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;49069;49069;0;49069
FP-2821;Pagado;Factura;20/10/2016;#;499;31/10/2016;233;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;477700;477700;0;477700
FP-2821;Pagado;Factura;20/10/2016;#;499;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;74880;74880;0;74880
FP-2822;Pagado;Factura;20/10/2016;#;507;31/10/2016;232;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;256492;256492;0;256492
FP-2822;Pagado;Factura;20/10/2016;#;507;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;39486;39486;0;39486
FP-2823;Pagado;Factura;20/10/2016;#;501;31/10/2016;235;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;319600;319600;0;319600
FP-2823;Pagado;Factura;20/10/2016;#;501;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;51136;51136;0;51136
FP-2824;Pagado;Factura;20/10/2016;#;515;31/10/2016;208;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;243304;243304;0;243304
FP-2824;Pagado;Factura;20/10/2016;#;515;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;38928;38928;0;38928
FP-2825;Pagado;Factura;21/10/2016;#;538;31/10/2016;201;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;290080;290080;0;290080
FP-2825;Pagado;Factura;21/10/2016;#;538;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;46412;46412;0;46412
FP-2826;Pagado;Factura;20/10/2016;#;482;31/10/2016;343;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;40000;520000;0;520000
FP-2826;Pagado;Factura;20/10/2016;#;482;31/10/2016;344;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;40000;180000;0;180000
FP-2826;Pagado;Factura;20/10/2016;#;482;31/10/2016;345;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;40000;480000;0;480000
FP-2826;Pagado;Factura;20/10/2016;#;482;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;188800;188800;0;188800
FP-2831;Pagado;Factura;20/10/2016;#;509;31/10/2016;225;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;362640;362640;0;362640
FP-2831;Pagado;Factura;20/10/2016;#;509;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;58022;58022;0;58022
FP-2833;Pagado;Factura;21/10/2016;#;581;31/10/2016;226;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;240115;240115;0;240115
FP-2833;Pagado;Factura;21/10/2016;#;581;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;35314;35314;0;35314
FP-2834;Contabilizada;Factura;21/10/2016;#;536;31/10/2016;199;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;354850;-354850;0;-354850
FP-2837;Pagado;Factura;21/10/2016;#;536.;31/10/2016;199;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;354850;354850;0;354850
FP-2837;Pagado;Factura;21/10/2016;#;536.;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;56776;56776;0;56776
FP-2840;Cancelada;Factura;20/10/2016;#;479;31/10/2016;177;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;230149,66;919447,89;0;919447,89
FP-2840;Cancelada;Factura;20/10/2016;#;479;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;147112;147112;0;147112
FP-2842;Pagado;Factura;20/10/2016;#;493;31/10/2016;229;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;218720;218720;0;218720
FP-2842;Pagado;Factura;20/10/2016;#;493;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;33443;33443;0;33443
FP-2845;Pagado;Factura;20/10/2016;#;505;31/10/2016;212;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;230149,7;919448,06;0;919448,06
FP-2845;Pagado;Factura;20/10/2016;#;505;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;147112;147112;0;147112
FP-2847;Pagado;Factura;21/10/2016;#;567;31/10/2016;242;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;191034,81;763184,06;0;763184,06
FP-2847;Pagado;Factura;21/10/2016;#;567;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;122109;122109;0;122109
FP-2849;Pagado;Factura;20/10/2016;#;503;31/10/2016;234;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;258200;258200;0;258200
FP-2849;Pagado;Factura;20/10/2016;#;503;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;41312;41312;0;41312
FP-2853;Pagado;Factura;20/10/2016;#;496;31/10/2016;231;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;250300;250300;0;250300
FP-2853;Pagado;Factura;20/10/2016;#;496;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;38495;38495;0;38495
FP-2854;Pagado;Factura;21/10/2016;#;543;31/10/2016;275;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;35921,42857142857;482900;0;482900
FP-2854;Pagado;Factura;21/10/2016;#;543;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;77264;77264;0;77264
FP-2855;Pagado;Factura;21/10/2016;#;564;31/10/2016;247;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;40000;400000;0;400000
FP-2855;Pagado;Factura;21/10/2016;#;564;31/10/2016;249;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;56500;395500;0;395500
FP-2855;Pagado;Factura;21/10/2016;#;564;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;127280;127280;0;127280
FP-2856;Pagado;Factura;20/10/2016;#;504;31/10/2016;216;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;230149,7;919448,06;0;919448,06
FP-2856;Pagado;Factura;20/10/2016;#;504;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;147112;147112;0;147112
FP-2857;Pagado;Factura;21/10/2016;#;569;31/10/2016;282;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;191034,81;763184,06;0;763184,06
FP-2857;Pagado;Factura;21/10/2016;#;569;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;122109;122109;0;122109
FP-2858;Cancelada;Factura;20/10/2016;#;495;31/10/2016;349;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;28370,37037037037;228000;0;228000
FP-2858;Cancelada;Factura;20/10/2016;#;495;31/10/2016;350;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;40000;180000;0;180000
FP-2858;Cancelada;Factura;20/10/2016;#;495;31/10/2016;351;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;40000;480000;0;480000
FP-2858;Cancelada;Factura;20/10/2016;#;495;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;142080;142080;0;142080
FP-2859;Contabilizada;Factura;20/10/2016;#;495;31/10/2016;349;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;28370,37037037037;-228000;0;-228000
FP-2859;Contabilizada;Factura;20/10/2016;#;495;31/10/2016;350;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;40000;-180000;0;-180000
FP-2859;Contabilizada;Factura;20/10/2016;#;495;31/10/2016;351;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;40000;-480000;0;-480000
FP-2859;Contabilizada;Factura;20/10/2016;#;495;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;142080;-142080;0;-142080
FP-2860;Pagado;Factura;20/10/2016;#;495.;31/10/2016;349;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;28370,37037037037;228000;0;228000
FP-2860;Pagado;Factura;20/10/2016;#;495.;31/10/2016;350;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;40000;180000;0;180000
FP-2860;Pagado;Factura;20/10/2016;#;495.;31/10/2016;351;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;40000;480000;0;480000
FP-2860;Pagado;Factura;20/10/2016;#;495.;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;142080;142080;0;142080
FP-2861;Pagado;Factura;20/10/2016;#;514;31/10/2016;196;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;42962,96296296296;452000;0;452000
FP-2861;Pagado;Factura;20/10/2016;#;514;31/10/2016;197;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;37142,85714285714;480000;0;480000
FP-2861;Pagado;Factura;20/10/2016;#;514;31/10/2016;198;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;52000;248000;0;248000
FP-2861;Pagado;Factura;20/10/2016;#;514;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;188800;188800;0;188800
FP-2862;Pagado;Factura;21/10/2016;#;546;31/10/2016;330;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;51851,85185185185;520000;0;520000
FP-2862;Pagado;Factura;21/10/2016;#;546;31/10/2016;331;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;40000;180000;0;180000
FP-2862;Pagado;Factura;21/10/2016;#;546;31/10/2016;332;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;40000;480000;0;480000
FP-2862;Pagado;Factura;21/10/2016;#;546;31/10/2016;#;Sin asignar;P000027;BUSSCAR DE COLOMBIA SAS;188800;188800;0;188800
FP-2863;Pagado;Factura;21/10/2016;#;544;31/10/2016;357;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;42900;120725;0;120725
FP-2863;Pagado;Factura;21/10/2016;#;544;31/10/2016;358;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;42900;120725;0;120725
FP-2863;Pagado;Factura;21/10/2016;#;544;31/10/2016;359;Finalizado;P000027;BUSSCAR DE COLOMBIA SAS;42900;120725;0;120725
